,Name,Price,URL
0,ASRock Radeon RX 6500 XT Phantom Gaming D OC 4GB GDDR6 64-bit Gaming Graphics Card,19449,https://mdcomputers.in/asrock-rx-6500-xt-pgdd-4go.html
1,Asrock Radeon RX 6700 XT Challenger D 12GB GDDR6 192-bit Gaming Graphics Card,51999,https://mdcomputers.in/asrock-rx-6700-xt-challenger-d-12gb-90-ga2kzz-00ianf.html
2,Asus Dual GeForce RTX 2060 EVO OC Edition 12GB GDDR6 192-bit Gaming Graphics Card,28999,https://mdcomputers.in/asus-dual-rtx-2060-evo-oc-12gb.html
3,Asus Dual GeForce RTX 2060 EVO OC Edition 6GB GDDR6 192-bit Gaming Graphics Card,26699,https://mdcomputers.in/asus-dual-rtx2060-06g-evo.html
4,Asus Dual GeForce RTX 3050 LHR 8GB GDDR6 128-bit Gaming Graphics Card,33999,https://mdcomputers.in/asus-dual-rtx3050-8g-lhr.html
5,Asus Dual Radeon RX 6500 XT OC 4GB GDDR6 64-bit Gaming Graphics Card,20499,https://mdcomputers.in/asus-dual-rx-6500-xt-oc-4gb-gddr6.html
6,Asus Dual Radeon RX 6600 8GB GDDR6 128-bit Gaming Graphics Card,28999,https://mdcomputers.in/asus-dual-rx6600-8g.html
7,ASUS Dual Radeon RX 6700 XT 12GB GDDR6 192-bit Gaming Graphics Card,51199,https://mdcomputers.in/asus-dual-rx6700xt-12g.html
8,Asus Dual Radeon RX 6700 XT OC Edition 12GB GDDR6 192-bit Gaming Graphics Card,52299,https://mdcomputers.in/asus-dual-rx6700xt-o12g.html
9,Asus GeForce GT 730 2GB GDDR5 64-bit Gaming Graphics Card,4399,https://mdcomputers.in/asus-gt730-sl-2gd5-brk.html
10,Asus GeForce GT 730 2GB GDDR5 64-bit Graphics Card,4245,https://mdcomputers.in/asus-gt730-sl-2gd5-brk-e.html
11,Asus GeForce GT 730 2GB GDDR5 64-bit Graphics Card with 4 HDMI Ports,9049,https://mdcomputers.in/asus-gt730-4h-sl-2gd5.html
12,Asus GeForce ROG Strix Gaming RTX 3090 OC 24GB GDDR6X 384-bit Gaming Graphics Card,194999,https://mdcomputers.in/asus-rog-strix-rtx3090-o24g-gaming.html
13,Asus GeForce TUF Gaming RTX 3070 TI OC 8GB GDDR6X 256-bit Gaming Graphics Card,73799,https://mdcomputers.in/asus-tuf-gaming-rtx-3070-ti-oc-8gb.html
14,Asus Pascal Series GTX 1050 Ti Cerberus OC Edition 4GB GDDR5 128-bit Gaming Graphics Card,18249,https://mdcomputers.in/asus-cerberus-gtx1050ti-o4g.html
15,Asus Radeon TUF Gaming RX 6500 XT OC 4GB GDDR6 64-bit Gaming Graphics Card,22899,https://mdcomputers.in/asus-tuf-gaming-rx-6500-xt-oc-4gb-gddr6.html
16,Asus ROG Strix GeForce RTX 3080 OC Edition 12GB GDDR6X 384-bit Gaming Graphics Card,102699,https://mdcomputers.in/asus-rog-strix-rtx3080-o12g-gaming.html
17,Asus ROG Strix GeForce RTX 3080 Ti 12GB GDDR6X 384-bit Gaming Graphics Card,117999,https://mdcomputers.in/asus-rog-strix-rtx3080ti-12g-gaming.html
18,Asus ROG Strix GeForce RTX 3080 Ti OC Edition 12GB GDDR6X 384-bit Gaming Graphics Card,119799,https://mdcomputers.in/asus-rog-strix-rtx3080ti-o12g-gaming.html
19,Asus ROG Strix LC Radeon RX 6900 XT 16GB GDDR6 256-bit Gaming Graphics Card With 240mm ARGB AIO Cooler,117999,https://mdcomputers.in/asus-rog-strix-lc-rx6900xt-t16g-gaming.html
20,Asus ROG Strix Radeon RX 6600 XT OC 8GB GDDR6 128-bit Gaming Graphics Card,51000,https://mdcomputers.in/asus-rog-strix-rx6600xt-o8g-gaming.html
21,Asus TUF Gaming GeForce GTX 1660 Super OC Edition 6GB GDDR6 192-bit Graphics Card,24190,https://mdcomputers.in/asus-graphics-card-tuf-gtx-1660-super-oc-6gb.html
22,Asus TUF Gaming GeForce GTX 1660 Ti EVO 6GB GDDR6 192-bit Graphics Card,23408,https://mdcomputers.in/asus-tuf-gtx1660ti-6g-evo-gaming.html
23,Asus TUF Gaming GeForce GTX 1660 TI EVO OC Edition 6GB GDDR6 192-bit Graphics Card,23999,https://mdcomputers.in/asus-tuf-gtx1660ti-o6g-evo-gaming.html
24,Asus TUF Gaming GeForce RTX 3080 OC Edition 12GB GDDR6X 384-bit Graphics Card,97999,https://mdcomputers.in/asus-tuf-rtx3080-o12g-gaming-lhr.html
25,Asus TUF Gaming GeForce RTX 3080 Ti OC Edition 12GB GDDR6X 384-bit Graphics Card,111999,https://mdcomputers.in/asus-tuf-rtx3080ti-o12g-gaming.html
26,Asus TUF Gaming Radeon RX 6800 XT OC Edition 16GB GDDR6 256-bit Graphics Card,82999,https://mdcomputers.in/asus-tuf-rx6800xt-o16g-gaming.html
27,Asus TUF Gaming Radeon RX 6900 XT OC Edition 16GB GDDR6 256-bit Graphics Card,106199,https://mdcomputers.in/asus-tuf-rx6900xt-o16g-gaming.html
28,Asus TUF Gaming Radeon RX 6900 XT Top Edition 16GB GDDR6 256-bit Graphics Card,101499,https://mdcomputers.in/asus-tuf-rx6900xt-t16g-gaming.html
29,Asus Turbo GeForce RTX 3070 V2 LHR OEM 8GB GDDR6 256-bit Gaming Graphics Card,69999,https://mdcomputers.in/asus-geforce-turbo-rtx3070-8g-v2.html
30,Colorful GeForce GTX 1660 Ti NB 6G V2-V 6GB GDDR6 192-bit Gaming Graphics Card,27999,https://mdcomputers.in/colorful-g-c1660ti-nb-6g-v.html
31,Colorful GeForce iGame RTX 3090 Ti Vulcan OC-V 24GB GDDR6X 384-bit Gaming Graphics Card,180000,https://mdcomputers.in/colorful-igame-rtx-3090-ti-vulcan-oc-v-24gb-gddr6x.html
32,Colorful GeForce RTX 3070 Ti NB-V BATTLEAX 8GB GDDR6X 256-bit Gaming Graphics Card,61500,https://mdcomputers.in/colorful-g-c3070ti-nb-v.html
33,Colorful GeForce RTX 3070 Ti Ultra W OC-V 8GB GDDR6X 256-bit Gaming Graphics Card,63000,https://mdcomputers.in/colorful-rtx-3070-ti-ultra-w-oc-v-8gb-g-i3070tiul-woc8g.html
34,Colorful GeForce RTX 3080 Ti NB-V BATTLEAX 12GB GDDR6X 384-bit Gaming Graphics Card,100000,https://mdcomputers.in/colorful-rtx-3080-ti-nb-v-battleax-12gb-gddr6x.html
35,Galax GeForce GTX 1050 Ti (1-Click OC) 4GB DDR5 128-bit Gaming Graphics Card,17110,https://mdcomputers.in/galax-gtx-1050-ti-1-click-oc-4gb-ddr5.html
36,Galax GeForce GTX 1660 (1-Click OC) 6GB GDDR5 192-bit Gaming Graphics Card,25606,https://mdcomputers.in/galax-geforce-gtx-1660-1-click-oc-6gb-gddr5-60srh7dsy91c.html
37,Galax GeForce GTX 1660 Super (1-Click OC) 6GB GDDR6 192-bit Gaming Graphics Card,26550,https://mdcomputers.in/galax-geforce-gtx-1660-super-1-click-oc-6gb-gddr6-60srl7dsy91s.html
38,Galax GeForce GTX 1660 Ti (1-Click OC) 6GB GDDR6 192-bit Gaming Graphics Card,25960,https://mdcomputers.in/galax-geforce-gtx-1660-ti-1-click-oc-6gb-gddr6-60irl7dsy91c.html
39,Galax GeForce RTX 2060 Plus (1-Click OC) 12GB GDDR6 192-bit Gaming Graphics Card,43099,https://mdcomputers.in/galax-rtx-2060-plus-1-click-oc-12gb-26nrl7hp68nc.html
40,Galax GeForce RTX 2060 Plus (1-Click OC) 6GB GDDR6 192-bit Gaming Graphics Card,28910,https://mdcomputers.in/galax-rtx-2060-plus-6gb-gddr6-26nrl7hp68cx.html
41,Galax GeForce RTX 2060 Super (1-Click OC) 8GB GDDR6 256-bit Gaming Graphics Card,44250,https://mdcomputers.in/galax-rtx-2060-super-1-click-oc-8gb-gddr6-26isl6hp39ss.html
42,Galax GeForce RTX 3050 EX (1-Click OC) LHR 8GB GDDR6 128-bit Gaming Graphics Card,30999,https://mdcomputers.in/galax-rtx-3050-ex-8gb-1-click-oc.html
43,Galax GeForce RTX 3060 EX White (1-Click OC) 12GB GDDR6 192-bit Gaming Graphics Card,46099,https://mdcomputers.in/galax-rtx-3060-ex-white-1-click-oc-12gb-36nol7md2oww.html
