,URL,Category,Title,Image URL,Price,Details
0,https://www.amazon.fr/dp/0004176367,book,"Sechs sonaten op. iva, heft 2","https://images-na.ssl-images-amazon.com/images/I/41xPktWtunL._SX370_BO1,204,203,200_.jpg",N/A,N/A
1,https://www.amazon.it/dp/0004176367,book,Sechs Sonaten für Violine (Flöte) und Cembalo (Klavier) op. 4a. Heft 2: Sonaten 4-6. (EB 8328),"https://images-na.ssl-images-amazon.com/images/I/41xPktWtunL._SX370_BO1,204,203,200_.jpg",N/A,N/A
2,https://www.amazon.fr/dp/0004176421,book,Studien neuer musik cello violoncelle,"https://images-na.ssl-images-amazon.com/images/I/61IAsWPndhL._SX375_BO1,204,203,200_.jpg",N/A,N/A
3,https://www.amazon.it/dp/0004176421,book,PRO MUSICA NOVA - Studien zum Spielen Neuer Musik für Violoncello (EB 8334),"https://images-na.ssl-images-amazon.com/images/I/61IAsWPndhL._SX375_BO1,204,203,200_.jpg",N/A,N/A
4,https://www.amazon.de/dp/0004176448,book,"Be still, my soul Hymne über ein Thema aus Finlandia op. 26 - Ausgabe für mitteler Stimme und Klavier (EB 8336)","https://images-na.ssl-images-amazon.com/images/I/41m3zpHezeL._SX376_BO1,204,203,200_.jpg",€6.90,"Product details
Publisher : Breitkopf & Härtel (6 Oct. 1983)
Language : German
Paperback : 4 pages
ISBN-10 : 0004176448
ISBN-13 : 979-0004176443
Best Sellers Rank: 3,107,200 in Books (See Top 100 in Books)
1,242 in Choral Songbooks
Customer reviews:
2 ratings"
5,https://www.amazon.fr/dp/0004176448,book,"Be still, my soul","https://images-na.ssl-images-amazon.com/images/I/41m3zpHezeL._SX376_BO1,204,203,200_.jpg",N/A,N/A
6,https://www.amazon.de/dp/0004176731,book,6 Sonaten für Flöte und Violine op. 51 Heft 1 (EB 8366),"https://images-na.ssl-images-amazon.com/images/I/416f3UzInjL._SX375_BO1,204,203,200_.jpg",€16.90,"Product details
Publisher : Breitkopf & Härtel (26 July 1985)
Language : German
Sheet music : 48 pages
ISBN-10 : 0004176731
ISBN-13 : 978-0004176734
Best Sellers Rank: 2,852,916 in Books (See Top 100 in Books)
53,796 in Scores, Songbooks & Lyrics"
7,https://www.amazon.fr/dp/0004176731,book,"Sechs sonaten op. 51, heft 1","https://images-na.ssl-images-amazon.com/images/I/416f3UzInjL._SX375_BO1,204,203,200_.jpg",N/A,N/A
8,https://www.amazon.de/dp/0004176839,book,MESSE B-DUR D 324,"https://images-na.ssl-images-amazon.com/images/I/41Wgv08etKL._SX350_BO1,204,203,200_.jpg",€13.93,"Product details
Publisher : BREITKOPF (1 Jan. 2000)
Language : French
ISBN-10 : 0004176839
ISBN-13 : 978-0004176833"
9,https://www.amazon.fr/dp/0004176839,book,Messe b-dur d 324,"https://images-na.ssl-images-amazon.com/images/I/41Wgv08etKL._SX350_BO1,204,203,200_.jpg",N/A,N/A
10,https://www.amazon.de/dp/0004176847,book,3 Suiten für 2 Violoncelli (EB 8378),"https://images-na.ssl-images-amazon.com/images/I/41l10GJkCcL._SX375_BO1,204,203,200_.jpg",€13.90,"Product details
Publisher : Breitkopf & Härtel (15 Jun. 1984)
Language : German
Sheet music : 32 pages
ISBN-10 : 0004176847
ISBN-13 : 979-0004176849
Dimensions : 30.5 x 23 x 0.48 cm
Best Sellers Rank: 1,238,114 in Books (See Top 100 in Books)
54 in Cello Songbooks
Customer reviews:
1 rating"
11,https://www.amazon.fr/dp/0004176847,book,Drei suiten,"https://images-na.ssl-images-amazon.com/images/I/41l10GJkCcL._SX375_BO1,204,203,200_.jpg","23,17 €","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Allemand
Partition : 32 pages
ISBN-10 : 0004176847
ISBN-13 : 979-0004176849
Poids de l'article : 401 g
Dimensions : 30.5 x 23 x 0.48 cm
Commentaires client :
1 évaluation"
12,https://www.amazon.de/dp/0004176960,book,SONATEN(4) 2 FLUTE A BEC,"https://images-na.ssl-images-amazon.com/images/I/51fBTXVoajL._SX377_BO1,204,203,200_.jpg",€22.78,"Product details
Publisher : BREITKOPF (1 Jan. 2000)
Language : French
ISBN-10 : 0004176960
ISBN-13 : 979-0004176962
Dimensions : 30.5 x 23 x 0.36 cm
Best Sellers Rank: 4,059,448 in Books (See Top 100 in Books)
1,093 in Flute Songbooks
2,715,932 in Foreign Language Books"
13,https://www.amazon.fr/dp/0004176960,book,Sonaten(4) 2 flute a bec,"https://images-na.ssl-images-amazon.com/images/I/51fBTXVoajL._SX377_BO1,204,203,200_.jpg","17,23 €","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Français
ISBN-10 : 0004176960
ISBN-13 : 979-0004176962
Poids de l'article : 501 g
Dimensions : 30.5 x 23 x 0.36 cm"
14,https://www.amazon.de/dp/0004176995,book,Leichte Klaviermusik aus vier Jahrhunderten Heft 2 (EB 8393),"https://images-na.ssl-images-amazon.com/images/I/516fPDF0-KL._SX378_BO1,204,203,200_.jpg",N/A,N/A
15,https://www.amazon.fr/dp/0004176995,book,Leichte klaviermusik bd. 2 piano,"https://images-na.ssl-images-amazon.com/images/I/516fPDF0-KL._SX378_BO1,204,203,200_.jpg","28,00 €","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Allemand
Broché : 68 pages
ISBN-10 : 0004176995
ISBN-13 : 979-0004176993
Poids de l'article : 601 g"
16,https://www.amazon.de/dp/0004177118,book,Sämtliche Orgelwerke - Breitkopf Urtext (EB 8405),"https://images-na.ssl-images-amazon.com/images/I/41MjkvdiswL._SY377_BO1,204,203,200_.jpg",€21.90,"Product details
Publisher : Breitkopf & Härtel (26 Jan. 1984)
Language : German
Sheet music : 36 pages
ISBN-10 : 0004177118
ISBN-13 : 978-0004177113
Dimensions : 23 x 30.5 x 0.23 cm
Best Sellers Rank: 3,689,802 in Books (See Top 100 in Books)
34,430 in Piano, Vocal & Guitar Songbooks
Customer reviews:
3 ratings"
17,https://www.amazon.fr/dp/0004177118,book,Samtliche orgelwerke orgue,"https://images-na.ssl-images-amazon.com/images/I/41MjkvdiswL._SY377_BO1,204,203,200_.jpg",N/A,N/A
18,https://www.amazon.de/dp/0004177134,book,Sämtliche Werke für Tasteninstrument (EB 8407),"https://images-na.ssl-images-amazon.com/images/I/416x5uSUVYL._SX375_BO1,204,203,200_.jpg",€51.90,"Product details
Publisher : Breitkopf & Härtel (29 Sept. 1983)
Language : German
Paperback : 144 pages
ISBN-10 : 0004177134
ISBN-13 : 979-0004177136
Best Sellers Rank: 2,400,654 in Books (See Top 100 in Books)
23,116 in Piano, Vocal & Guitar Songbooks"
19,https://www.amazon.fr/dp/0004177134,book,Samtliche werke fur tasteninst,"https://images-na.ssl-images-amazon.com/images/I/416x5uSUVYL._SX375_BO1,204,203,200_.jpg",N/A,N/A
20,https://www.amazon.de/dp/0004177347,book,Offertorium D 963 - Intende voci orationis - Klavierauszug (EB 8429),"https://images-na.ssl-images-amazon.com/images/I/41iwGNketRL._SX350_BO1,204,203,200_.jpg",€7.90,"Product details
Publisher : Breitkopf & Härtel (25 July 1985)
Language : English
Sheet music : 32 pages
ISBN-10 : 0004177347
ISBN-13 : 979-0004177341
Dimensions : 27 x 19 x 0.28 cm"
21,https://www.amazon.fr/dp/0004177347,book,Offertorium intende voci d 963,"https://images-na.ssl-images-amazon.com/images/I/41iwGNketRL._SX350_BO1,204,203,200_.jpg",N/A,N/A
22,https://www.amazon.fr/dp/0004177371,book,Trompetenkonzert es hob viie:1 trompette,"https://images-na.ssl-images-amazon.com/images/I/41eZOvqCCpL._SX375_BO1,204,203,200_.jpg","17,63 €","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Allemand
Partition : 44 pages
ISBN-10 : 0004177371
ISBN-13 : 979-0004177372
Poids de l'article : 401 g
Dimensions : 30.5 x 23 x 0.32 cm"
23,https://www.amazon.it/dp/0004177371,book,Trompetenkonzert Es-dur Hob VIIe:1 - Ausgabe für Trompete und Klavier mit zusätzl. B-Trompetenstimme (EB 8432),"https://images-na.ssl-images-amazon.com/images/I/41eZOvqCCpL._SX375_BO1,204,203,200_.jpg","19,55 €","Dettagli prodotto
Editore : Breitkopf & Härtel (1 gennaio 2000)
Lingua : Tedesco
Spartito musicale : 44 pagine
ISBN-10 : 0004177371
ISBN-13 : 979-0004177372
Peso articolo : 401 g
Dimensioni : 30.5 x 23 x 0.32 cm"
24,https://www.amazon.fr/dp/0004177649,book,Grand duo aus kv 309 und 264 flute traversiere,"https://images-na.ssl-images-amazon.com/images/I/31Jz-h4hO2L._SX352_BO1,204,203,200_.jpg",N/A,N/A
25,https://www.amazon.it/dp/0004177649,book,Grand Duo aus KV 309 und 264 für 2 Flöten (EB 8468),"https://images-na.ssl-images-amazon.com/images/I/31Jz-h4hO2L._SX352_BO1,204,203,200_.jpg",N/A,N/A
26,https://www.amazon.de/dp/0004177940,book,Musik für Trompete und Orgel Heft I: 8 Choralbearbeitungen von J.S. Bach (EB 8501),"https://images-na.ssl-images-amazon.com/images/I/510rpryySML._SY369_BO1,204,203,200_.jpg",N/A,N/A
27,https://www.amazon.fr/dp/0004177940,book,Musik fur trompete & orgel 1 trompette,"https://images-na.ssl-images-amazon.com/images/I/510rpryySML._SY369_BO1,204,203,200_.jpg",N/A,N/A
28,https://www.amazon.de/dp/0004177967,book,"Musik für Trompete und Orgel Heft III: Voluntaries, Sonaten und Konzerte aus dem 17. und 18. Jahrhundert (EB 8503)","https://images-na.ssl-images-amazon.com/images/I/51UVymuxKZL._SY370_BO1,204,203,200_.jpg",N/A,N/A
29,https://www.amazon.fr/dp/0004177967,book,Musik fur trompete und orgel 3 trompette,"https://images-na.ssl-images-amazon.com/images/I/51UVymuxKZL._SY370_BO1,204,203,200_.jpg","26,59 €","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Allemand
Partition : 80 pages
ISBN-10 : 0004177967
ISBN-13 : 978-0004177960
Poids de l'article : 601 g"
