,URL,Category,Title,Image URL,Price,Details
0,https://www.amazon.de/dp/0004209656,book,VIOLINKONZERT D-DUR OP. 6,"https://images-na.ssl-images-amazon.com/images/I/41JOG7m-nnL._SX365_BO1,204,203,200_.jpg",N/A,N/A
1,https://www.amazon.fr/dp/0004209656,book,Violinkonzert d-dur op. 6,"https://images-na.ssl-images-amazon.com/images/I/41JOG7m-nnL._SX365_BO1,204,203,200_.jpg","18,15 €","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Français
ISBN-10 : 0004209656
ISBN-13 : 978-0004209654
Poids de l'article : 401 g
Classement des meilleures ventes d'Amazon : 1,618,558 en Livres (Voir les 100 premiers en Livres)
5,578 en Partitions musicales pour les instruments à cordes"
2,https://www.amazon.de/dp/0004210778,book,ORGELKONZ.B-DUR(NR.6) HWV 294,"https://images-na.ssl-images-amazon.com/images/I/41uCmgoRCVL._SX371_BO1,204,203,200_.jpg",€14.90,"Product details
Publisher : BREITKOPF (1 Jan. 2000)
Language : French
ISBN-10 : 0004210778
ISBN-13 : 978-0004210773"
3,https://www.amazon.fr/dp/0004210778,book,Orgelkonz.b-dur(nr.6) hwv 294,"https://images-na.ssl-images-amazon.com/images/I/41uCmgoRCVL._SX371_BO1,204,203,200_.jpg",N/A,N/A
4,https://www.amazon.de/dp/0004211170,book,ORGELKONZ.F-DUR OP.4/5 HWV 293,"https://images-na.ssl-images-amazon.com/images/I/41Ccsnm2Z3L._SX375_BO1,204,203,200_.jpg",€13.90,"Product details
Publisher : BREITKOPF (1 Jan. 2000)
Language : French
ISBN-10 : 0004211170
ISBN-13 : 979-0004211175"
5,https://www.amazon.fr/dp/0004211170,book,Orgelkonz.f-dur op.4/5 hwv 293,"https://images-na.ssl-images-amazon.com/images/I/41Ccsnm2Z3L._SX375_BO1,204,203,200_.jpg",N/A,N/A
6,https://www.amazon.de/dp/0004211308,book,CAPRICCIO ITALIEN OP. 45 ORCHESTRE,"https://images-na.ssl-images-amazon.com/images/I/41aG2UVQJ0L._SX390_BO1,204,203,200_.jpg",€58.00,"Product details
Publisher : BREITKOPF (1 Jan. 2000)
Language : French
ISBN-10 : 0004211308
ISBN-13 : 979-0004211304
Dimensions : 32 x 25 x 0.84 cm"
7,https://www.amazon.fr/dp/0004211308,book,Capriccio italien op. 45 orchestre,"https://images-na.ssl-images-amazon.com/images/I/41aG2UVQJ0L._SX390_BO1,204,203,200_.jpg",N/A,N/A
8,https://www.amazon.de/dp/0004211421,book,Symphonie Nr. 2 D-dur op. 43 - Urtext nach der Gesamtausgabe 'Jean Sibelius Werke' (JSW) - Studienpartitur (PB 5378),"https://images-na.ssl-images-amazon.com/images/I/412x4JNQA4L._SX365_BO1,204,203,200_.jpg",€19.90,"Product details
Publisher : Breitkopf & Härtel (8 July 2005)
Language : English
Sheet music : 224 pages
ISBN-10 : 0004211421
ISBN-13 : 978-0004211428
Best Sellers Rank: 1,690,709 in Books (See Top 100 in Books)
15,681 in Piano, Vocal & Guitar Songbooks
Customer reviews:
5 ratings"
9,https://www.amazon.fr/dp/0004211421,book,Symphonie nr. 2 d-dur op. 43 orchestre,"https://images-na.ssl-images-amazon.com/images/I/412x4JNQA4L._SX365_BO1,204,203,200_.jpg","29,82 €","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Anglais
Partition : 224 pages
ISBN-10 : 0004211421
ISBN-13 : 978-0004211428
Poids de l'article : 501 g
Classement des meilleures ventes d'Amazon : 1,673,769 en Livres (Voir les 100 premiers en Livres)
1,440 en Partitions musicales pour l'orchestre et groupes
Commentaires client :
5 évaluations"
10,https://www.amazon.de/dp/000421143X,book,EIN DEUTSCHES REQUIEM 2 KLAV,"https://images-na.ssl-images-amazon.com/images/I/41kvwEvPVpL._SY390_BO1,204,203,200_.jpg",€92.00,"Product details
Publisher : BREITKOPF (1 Jan. 2000)
Language : French
ISBN-10 : 000421143X
ISBN-13 : 979-0004211434"
11,https://www.amazon.fr/dp/000421143X,book,Ein deutsches requiem 2 klav,"https://images-na.ssl-images-amazon.com/images/I/41kvwEvPVpL._SY390_BO1,204,203,200_.jpg",N/A,N/A
12,https://www.amazon.de/dp/0004211472,book,SYMPHONY NO.8 IN G MAJOR OP. 88 CONCERT BAND/HARMONIE/FANFARE,"https://images-na.ssl-images-amazon.com/images/I/41KZQs2Hk4L._SX385_BO1,204,203,200_.jpg",€74.00,"Product details
Publisher : BREITKOPF (1 Jan. 2000)
Language : French
ISBN-10 : 0004211472
ISBN-13 : 979-0004211472"
13,https://www.amazon.fr/dp/0004211472,book,Symphony no.8 in g major op. 88 concert band/harmonie/fanfare,"https://images-na.ssl-images-amazon.com/images/I/41KZQs2Hk4L._SX385_BO1,204,203,200_.jpg",N/A,N/A
14,https://www.amazon.de/dp/0004211596,book,SYMPHONIE NR. 9 D-MOLL OP. 125,"https://images-na.ssl-images-amazon.com/images/I/41AiZAiuXFL._SX389_BO1,204,203,200_.jpg",N/A,N/A
15,https://www.amazon.fr/dp/0004211596,book,Symphonie nr. 9 d-moll op. 125,"https://images-na.ssl-images-amazon.com/images/I/41AiZAiuXFL._SX389_BO1,204,203,200_.jpg",N/A,N/A
16,https://www.amazon.de/dp/0004211618,book,"Luonnotar op. 70 - (Tondichtung) - Urtext nach der Gesamtausgabe """"Jean Sibelius Works"""" (JSW) - Studienpartitur (PB 5514)","https://images-na.ssl-images-amazon.com/images/I/41-P62Da8nL._SX365_BO1,204,203,200_.jpg",€10.50,"Product details
Publisher : Breitkopf & Härtel (20 Jan. 2006)
Language : German
Sheet music : 44 pages
ISBN-10 : 0004211618
ISBN-13 : 979-0004211618
Best Sellers Rank: 4,313,454 in Books (See Top 100 in Books)
38,284 in Piano, Vocal & Guitar Songbooks"
17,https://www.amazon.fr/dp/0004211618,book,Luonnotar op. 70,"https://images-na.ssl-images-amazon.com/images/I/41-P62Da8nL._SX365_BO1,204,203,200_.jpg","13,93 €","Détails sur le produit
Éditeur : BREITKOPF (1 janvier 2000)
Langue : Allemand
Partition : 44 pages
ISBN-10 : 0004211618
ISBN-13 : 979-0004211618
Poids de l'article : 401 g"
18,https://www.amazon.de/dp/0004211634,book,Andante C-dur KV 315 (285e) - Breitkopf Urtext - Studienpartitur (PB 15104),"https://images-na.ssl-images-amazon.com/images/I/41BKfZwlN5L._SX386_BO1,204,203,200_.jpg",N/A,N/A
19,https://www.amazon.fr/dp/0004211634,book,Andante c-dur kv 315,"https://images-na.ssl-images-amazon.com/images/I/41BKfZwlN5L._SX386_BO1,204,203,200_.jpg",N/A,N/A
20,https://www.amazon.de/dp/0004211650,book,Symphonie D-dur KV 504 (Prager) - Breitkopf Urtext - Studienpartitur (PB 5513),"https://images-na.ssl-images-amazon.com/images/I/41dr7THGEwL._SX379_BO1,204,203,200_.jpg",€10.90,"Product details
Publisher : Breitkopf & Härtel (28 May 2006)
Language : German
Sheet music : 64 pages
ISBN-10 : 0004211650
ISBN-13 : 978-0004211657
Best Sellers Rank: 4,443,426 in Books (See Top 100 in Books)
39,130 in Piano, Vocal & Guitar Songbooks"
21,https://www.amazon.fr/dp/0004211650,book,Symphonie nr. 38 d-dur kv 504 orchestre,"https://images-na.ssl-images-amazon.com/images/I/41dr7THGEwL._SX379_BO1,204,203,200_.jpg",N/A,N/A
